hugo	rank	sampleSize	pvalue	padjust
LCLAT1	9344	24	0.981256888466842	0.99999999994511
ST6GALNAC2	9345	24	0.981320191634677	0.99999999994511
PRKCA	9346	24	0.981341546373593	0.99999999994511
BSDC1	9347	24	0.981353386726991	0.99999999994511
SMPD3	9348	24	0.981365104210973	0.99999999994511
CCDC96	9349	24	0.981408345315854	0.99999999994511
PSMB4	9350	23	0.981420125831254	0.99999999994511
CEP290	9351	10	0.981423156106006	0.99999999994511
DONSON	9352	24	0.98149159995767	0.99999999994511
ASPSCR1	9353	24	0.981493558902387	0.99999999994511
SSH2	9354	23	0.981495447421942	0.99999999994511
ANXA3	9355	23	0.981516219594202	0.99999999994511
PSMD2	9356	24	0.981521531199213	0.99999999994511
KLHL22	9357	24	0.981611338318469	0.99999999994511
STAU2	9358	24	0.981620540049636	0.99999999994511
BRF2	9359	24	0.981658763671624	0.99999999994511
SKIL	9360	24	0.981738898258677	0.99999999994511
CHCHD5	9361	22	0.981749284440625	0.99999999994511
NAA38	9362	24	0.98175173169106	0.99999999994511
UBE2E3	9363	24	0.981762844081624	0.99999999994511
TAF13	9364	24	0.981786121785217	0.99999999994511
CDS2	9365	24	0.981957060869402	0.99999999994511
STARD5	9366	24	0.982024563264582	0.99999999994511
RGS9	9367	24	0.982040754759446	0.99999999994511
MRPS6	9368	24	0.982052552708677	0.99999999994511
CYB561	9369	24	0.982075932926459	0.99999999994511
FRAT1	9370	24	0.982114106395749	0.99999999994511
KDM4B	9371	24	0.982120463198374	0.99999999994511
JAG2	9372	24	0.982133011637845	0.99999999994511
POP1	9373	24	0.982137004861334	0.99999999994511
TUBA1C	9374	24	0.982163407468283	0.99999999994511
NANOS2	9375	24	0.982282519177839	0.99999999994511
ADA	9376	24	0.982341554429439	0.99999999994511
PFN4	9377	24	0.982362189466986	0.99999999994511
TENC1	9378	24	0.982377737212344	0.99999999994511
BAI2	9379	24	0.982383974530366	0.99999999994511
UBAP1	9380	20	0.982411316734242	0.99999999994511
PHF12	9381	24	0.982436915229788	0.99999999994511
MAN1A2	9382	24	0.982616764278275	0.99999999994511
HNRNPH3	9383	24	0.982626940715011	0.99999999994511
ARF1	9384	24	0.982639971053194	0.99999999994511
PAOX	9385	24	0.982854235064565	0.99999999994511
AGFG1	9386	24	0.982885725857709	0.99999999994511
KLHL36	9387	24	0.982951198799472	0.99999999994511
TACO1	9388	24	0.98296703668601	0.99999999994511
FAM89B	9389	24	0.983004149868586	0.99999999994511
NOSIP	9390	24	0.983014323032906	0.99999999994511
NFRKB	9391	21	0.983014623693948	0.99999999994511
TMEM201	9392	24	0.983049254686206	0.99999999994511
PDE8A	9393	24	0.983065753863987	0.99999999994511
RNF126	9394	24	0.983096537320593	0.99999999994511
BMP2K	9395	24	0.983104399312711	0.99999999994511
CMPK2	9396	24	0.98311306276999	0.99999999994511
PDSS2	9397	24	0.983131078489425	0.99999999994511
JMJD4	9398	24	0.983166110992813	0.99999999994511
ARFGEF2	9399	24	0.983193572095195	0.99999999994511
RBM15B	9400	24	0.983229250442643	0.99999999994511
MDM4	9401	24	0.983288940219185	0.99999999994511
LRRC8A	9402	23	0.983309480561727	0.99999999994511
TARS	9403	23	0.983375077445067	0.99999999994511
EID2B	9404	23	0.983383158438691	0.99999999994511
MCM4	9405	24	0.983421919226961	0.99999999994511
RANBP9	9406	24	0.983423196977815	0.99999999994511
MAP3K1	9407	24	0.983441757781332	0.99999999994511
DENND5B	9408	24	0.983454391467069	0.99999999994511
FAHD1	9409	24	0.98348926847426	0.99999999994511
ABHD5	9410	24	0.983497820270237	0.99999999994511
ZFYVE28	9411	24	0.98349914501902	0.99999999994511
RPL23	9412	17	0.983539993709685	0.99999999994511
ASPHD2	9413	24	0.983548170318371	0.99999999994511
MEMO1	9414	24	0.983711114817385	0.99999999994511
DPY19L3	9415	24	0.98374235746354	0.99999999994511
USP42	9416	24	0.983792942006891	0.99999999994511
RFC1	9417	10	0.983810178577195	0.99999999994511
CCDC127	9418	24	0.983840092603624	0.99999999994511
POU2F1	9419	24	0.983874111450317	0.99999999994511
DYNLRB1	9420	24	0.983890690193025	0.99999999994511
TMEM117	9421	24	0.983955781585682	0.99999999994511
ITPK1	9422	24	0.983980865797625	0.99999999994511
IMPA2	9423	24	0.983987693572146	0.99999999994511
LETM1	9424	24	0.984046427887381	0.99999999994511
ARPC3	9425	24	0.984082362409063	0.99999999994511
METRN	9426	24	0.984153509866284	0.99999999994511
SRCAP	9427	24	0.984161660462798	0.99999999994511
ZNF746	9428	24	0.984167162480168	0.99999999994511
FIZ1	9429	24	0.984217573243541	0.99999999994511
LYRM5	9430	24	0.984316748925313	0.99999999994511
MAN1C1	9431	24	0.984319395312808	0.99999999994511
TSC22D1	9432	24	0.984325334556798	0.99999999994511
SMCHD1	9433	24	0.984330034109865	0.99999999994511
NPFFR1	9434	24	0.984350525388968	0.99999999994511
KCTD15	9435	24	0.984374749614842	0.99999999994511
HAGH	9436	24	0.984412755970721	0.99999999994511
CTSC	9437	21	0.984413429374812	0.99999999994511
RHBDL3	9438	24	0.984478747784072	0.99999999994511
SCRN2	9439	24	0.984501552418988	0.99999999994511
SLC16A6	9440	24	0.984502101855275	0.99999999994511
CTDP1	9441	24	0.984525125829888	0.99999999994511
RNF103	9442	24	0.984531349366027	0.99999999994511
POLE	9443	24	0.98454162308222	0.99999999994511
BCL6	9444	24	0.984552717983988	0.99999999994511
SCO2	9445	24	0.984560336621267	0.99999999994511
MGEA5	9446	22	0.984587058529772	0.99999999994511
AUTS2	9447	24	0.984616461087314	0.99999999994511
MKRN3	9448	19	0.984657812322301	0.99999999994511
PHB2	9449	23	0.984661317766015	0.99999999994511
NPAS3	9450	24	0.984673464344621	0.99999999994511
THOC3	9451	24	0.984694028254221	0.99999999994511
FAM160B1	9452	24	0.984714725955912	0.99999999994511
LTBP1	9453	24	0.98476833020654	0.99999999994511
SEC13	9454	10	0.984776535527309	0.99999999994511
FAM53A	9455	24	0.984798670401093	0.99999999994511
ZMYM2	9456	24	0.984840288122728	0.99999999994511
MSTO1	9457	24	0.984849730333961	0.99999999994511
CYP4V2	9458	24	0.984886939845789	0.99999999994511
JUNB	9459	24	0.984919689256708	0.99999999994511
CUL4A	9460	24	0.984921024179322	0.99999999994511
FZD8	9461	24	0.984981016377818	0.99999999994511
RFX1	9462	24	0.985042366819028	0.99999999994511
EIF2S1	9463	24	0.985054620630559	0.99999999994511
PCF11	9464	13	0.985061826253614	0.99999999994511
KLF10	9465	24	0.985068117241572	0.99999999994511
SYDE2	9466	24	0.985068150503705	0.99999999994511
PPP1R3D	9467	24	0.985099894276447	0.99999999994511
GPR161	9468	24	0.985167737272054	0.99999999994511
ZNF207	9469	11	0.985204801556231	0.99999999994511
TFAP4	9470	24	0.985212762452343	0.99999999994511
ANKRD12	9471	24	0.985283160391268	0.99999999994511
VSIG10	9472	24	0.985283391606784	0.99999999994511
EPM2A	9473	24	0.985316724388702	0.99999999994511
ARSB	9474	24	0.985327557252997	0.99999999994511
AGRN	9475	24	0.985370513771058	0.99999999994511
E2F3	9476	24	0.98543259116524	0.99999999994511
NIF3L1	9477	14	0.985439725742213	0.99999999994511
ACVR1	9478	24	0.985470988368137	0.99999999994511
DGKH	9479	24	0.985499722062223	0.99999999994511
TMEM170B	9480	24	0.985529303946779	0.99999999994511
UQCR10	9481	17	0.985536090287717	0.99999999994511
ATP6V0E2	9482	24	0.985539999875034	0.99999999994511
PRKCD	9483	24	0.985553188356856	0.99999999994511
OVOL1	9484	24	0.985578516253313	0.99999999994511
USP47	9485	23	0.98559645302764	0.99999999994511
GTF2B	9486	24	0.985598123153701	0.99999999994511
ARAP2	9487	24	0.985625444885493	0.99999999994511
RARS	9488	20	0.9856423311209	0.99999999994511
CDKN2C	9489	24	0.985645639046125	0.99999999994511
PTTG1	9490	24	0.98565267130349	0.99999999994511
TRAPPC10	9491	24	0.985669216211976	0.99999999994511
SLC39A8	9492	24	0.985688856241234	0.99999999994511
MYNN	9493	15	0.985729216561242	0.99999999994511
IGF2R	9494	24	0.985730053632911	0.99999999994511
TRMT6	9495	15	0.98574160373863	0.99999999994511
SLC22A23	9496	24	0.985764639402337	0.99999999994511
KHDRBS3	9497	24	0.985772000184242	0.99999999994511
RRM2	9498	24	0.985801840361348	0.99999999994511
N4BP2	9499	24	0.985822400945173	0.99999999994511
GAPVD1	9500	21	0.985838487705365	0.99999999994511
RSL1D1	9501	19	0.98586098069205	0.99999999994511
RSPRY1	9502	23	0.985914227783959	0.99999999994511
FAM57A	9503	24	0.985944487894455	0.99999999994511
SLC2A1	9504	24	0.985951432521908	0.99999999994511
EIF4A3	9505	24	0.985977455453432	0.99999999994511
MAFK	9506	24	0.986022626953926	0.99999999994511
NUDT21	9507	21	0.986064298821679	0.99999999994511
OPRL1	9508	24	0.986087340067588	0.99999999994511
SLC37A4	9509	24	0.986125131295734	0.99999999994511
HSP90AB1	9510	24	0.986155305710243	0.99999999994511
C7orf25	9511	24	0.986221930191431	0.99999999994511
DCBLD1	9512	24	0.986275219016963	0.99999999994511
CCDC40	9513	24	0.986293236974086	0.99999999994511
NCAPH2	9514	12	0.986295176373396	0.99999999994511
DBR1	9515	24	0.986325445602315	0.99999999994511
FGFR3	9516	24	0.986340186780569	0.99999999994511
HDAC11	9517	24	0.986341459405932	0.99999999994511
CDK9	9518	24	0.986479054986392	0.99999999994511
HEXDC	9519	24	0.986487145811045	0.99999999994511
ATXN2L	9520	24	0.986528356136924	0.99999999994511
MRPL40	9521	24	0.986541008865626	0.99999999994511
OSGIN2	9522	24	0.986550947163888	0.99999999994511
MPP6	9523	24	0.986605252336523	0.99999999994511
FAM86A	9524	24	0.986607582971511	0.99999999994511
GEMIN4	9525	24	0.98667050229982	0.99999999994511
EYA3	9526	20	0.986685963950041	0.99999999994511
ZMPSTE24	9527	20	0.986760996993368	0.99999999994511
ZNF318	9528	24	0.986772096098273	0.99999999994511
HOOK3	9529	24	0.986772789973525	0.99999999994511
PAXIP1	9530	24	0.98677430764781	0.99999999994511
ZBTB2	9531	24	0.986776083116067	0.99999999994511
CCDC102B	9532	24	0.986790068598166	0.99999999994511
MDGA1	9533	24	0.98680549184724	0.99999999994511
FAM195A	9534	24	0.986822698975344	0.99999999994511
GOSR2	9535	24	0.986832028104292	0.99999999994511
SGSM2	9536	24	0.986851693069595	0.99999999994511
TRIM8	9537	24	0.986887891862526	0.99999999994511
PBK	9538	23	0.986917981648324	0.99999999994511
ACTR3B	9539	24	0.986924690002172	0.99999999994511
PKNOX1	9540	24	0.986933460976815	0.99999999994511
TOMM20	9541	24	0.986975066226799	0.99999999994511
HAX1	9542	16	0.986978661293348	0.99999999994511
PLXNA2	9543	24	0.986988767206482	0.99999999994511
YY1	9544	24	0.987017558614532	0.99999999994511
B3GALT6	9545	24	0.987130859452554	0.99999999994511
PRRG2	9546	24	0.987169579260191	0.99999999994511
ATP6V1B2	9547	24	0.987180158811502	0.99999999994511
MNT	9548	24	0.987198813455776	0.99999999994511
TDRKH	9549	19	0.987199779679429	0.99999999994511
ZNF777	9550	24	0.987286569227737	0.99999999994511
ZFAND2B	9551	24	0.987295745844857	0.99999999994511
NOTCH1	9552	24	0.987302442656139	0.99999999994511
REV3L	9553	24	0.987324928188271	0.99999999994511
KIAA0020	9554	22	0.98737439574532	0.99999999994511
TP53I13	9555	24	0.987388815612692	0.99999999994511
SSBP2	9556	24	0.987434293162615	0.99999999994511
AGPAT3	9557	24	0.98747675538942	0.99999999994511
STK39	9558	24	0.987496198536317	0.99999999994511
VPS33A	9559	24	0.987571266789838	0.99999999994511
PPP3R1	9560	24	0.98764545680891	0.99999999994511
ADCY3	9561	24	0.987663581196139	0.99999999994511
RBM6	9562	24	0.987682861163831	0.99999999994511
PWP2	9563	24	0.987710661862061	0.99999999994511
TMEM87A	9564	13	0.987758395117249	0.99999999994511
ISOC2	9565	21	0.987772065410875	0.99999999994511
CCDC64	9566	24	0.987791118719901	0.99999999994511
CTDSPL2	9567	24	0.987793876862058	0.99999999994511
LONRF1	9568	24	0.9878328471553	0.99999999994511
SIAH2	9569	24	0.987872653465584	0.99999999994511
PCSK6	9570	24	0.987875563519741	0.99999999994511
SNAPC1	9571	12	0.987900498387304	0.99999999994511
IFI30	9572	19	0.987933476827441	0.99999999994511
ZNF555	9573	24	0.987950080636172	0.99999999994511
SPHK1	9574	24	0.987956769037813	0.99999999994511
CDC37L1	9575	24	0.988042910948868	0.99999999994511
FGFR1OP	9576	24	0.988078449306523	0.99999999994511
ZDHHC13	9577	24	0.988094210249822	0.99999999994511
USP33	9578	24	0.988117906292209	0.99999999994511
RAB3GAP1	9579	24	0.988119140604699	0.99999999994511
TLE3	9580	24	0.988151880119733	0.99999999994511
RPL41	9581	24	0.988164538285108	0.99999999994511
MYD88	9582	24	0.988193104878068	0.99999999994511
UTP23	9583	24	0.98819435089064	0.99999999994511
FDPS	9584	22	0.988211118010187	0.99999999994511
MATR3	9585	24	0.988249869391949	0.99999999994511
PPP1R13L	9586	24	0.988261614766439	0.99999999994511
MND1	9587	24	0.988291997731072	0.99999999994511
MGST3	9588	16	0.988292491303814	0.99999999994511
OPA1	9589	24	0.988322979264274	0.99999999994511
HLA.DQB1	9590	10	0.988364622035636	0.99999999994511
OGFOD1	9591	21	0.988396849058786	0.99999999994511
NCAPD2	9592	23	0.988401339727277	0.99999999994511
SPATS2	9593	24	0.988415786480932	0.99999999994511
IKBKAP	9594	14	0.98843431591954	0.99999999994511
GEN1	9595	24	0.988456070209156	0.99999999994511
C17orf70	9596	24	0.988490817713472	0.99999999994511
ARID1A	9597	24	0.988509742321038	0.99999999994511
GTF3C2	9598	23	0.988533756833277	0.99999999994511
PTK2	9599	24	0.988551092568485	0.99999999994511
BCL7A	9600	24	0.988599095030746	0.99999999994511
ACSF2	9601	24	0.988601855834873	0.99999999994511
AGAP3	9602	24	0.988719701710106	0.99999999994511
SELO	9603	24	0.988749217281044	0.99999999994511
THUMPD1	9604	19	0.988780432188901	0.99999999994511
GRK5	9605	24	0.988833398917472	0.99999999994511
RAC3	9606	24	0.988838241708002	0.99999999994511
LIPA	9607	24	0.988851973218382	0.99999999994511
HIATL1	9608	24	0.988879743589453	0.99999999994511
DAAM1	9609	24	0.988898827015226	0.99999999994511
HIVEP1	9610	24	0.988907859477045	0.99999999994511
HIPK2	9611	24	0.988919478993111	0.99999999994511
NFYB	9612	24	0.988957956688202	0.99999999994511
NCOA2	9613	24	0.988994839868532	0.99999999994511
FGF8	9614	24	0.988997967570765	0.99999999994511
FAM105B	9615	24	0.989012908316422	0.99999999994511
MRPS36	9616	24	0.989017203492951	0.99999999994511
RMND5B	9617	24	0.989025024678911	0.99999999994511
KCNMB4	9618	24	0.989057189834939	0.99999999994511
PABPC4	9619	24	0.989124420061623	0.99999999994511
IGF1R	9620	24	0.989183674083778	0.99999999994511
SMAD7	9621	24	0.989184290633026	0.99999999994511
COX5B	9622	17	0.989212379407174	0.99999999994511
FANCM	9623	23	0.98921570043044	0.99999999994511
ST7	9624	24	0.989220642226754	0.99999999994511
CKLF	9625	22	0.989257133199635	0.99999999994511
TRIM3	9626	20	0.989260865608779	0.99999999994511
RAB11FIP2	9627	24	0.989292790432943	0.99999999994511
MED9	9628	24	0.989299196541542	0.99999999994511
VAV2	9629	24	0.989372319089008	0.99999999994511
DAP3	9630	23	0.989386999574549	0.99999999994511
MAP2K2	9631	19	0.989387061309537	0.99999999994511
B4GALT6	9632	24	0.989388733508578	0.99999999994511
PSMB7	9633	15	0.989417401856013	0.99999999994511
NUAK2	9634	24	0.989420250833031	0.99999999994511
MLH3	9635	23	0.989420403337321	0.99999999994511
CDK11B	9636	24	0.989433788661928	0.99999999994511
E2F1	9637	24	0.989434644177301	0.99999999994511
NUP107	9638	18	0.989441816668956	0.99999999994511
HES6	9639	24	0.989453476322472	0.99999999994511
GLYR1	9640	24	0.989457515040562	0.99999999994511
GPHN	9641	24	0.989462521333126	0.99999999994511
DDX55	9642	24	0.989463527207526	0.99999999994511
LIN7C	9643	20	0.989470956126229	0.99999999994511
TIPRL	9644	24	0.989502827287256	0.99999999994511
RNF135	9645	11	0.989510579400297	0.99999999994511
SMAD6	9646	24	0.98952253285809	0.99999999994511
HMBOX1	9647	15	0.989533013975127	0.99999999994511
TMEM106C	9648	16	0.989560795783767	0.99999999994511
RTN3	9649	11	0.989605017689779	0.99999999994511
NUB1	9650	24	0.989642357577238	0.99999999994511
TDG	9651	24	0.989647672561101	0.99999999994511
GNAI3	9652	23	0.989663457861026	0.99999999994511
STX12	9653	18	0.989669439635918	0.99999999994511
ST13	9654	24	0.989674426234259	0.99999999994511
PLIN3	9655	24	0.989693712007399	0.99999999994511
ZXDC	9656	24	0.989708163115452	0.99999999994511
IPO9	9657	24	0.989721213144676	0.99999999994511
TRNT1	9658	24	0.989765119931822	0.99999999994511
RPS3A	9659	14	0.989765639463871	0.99999999994511
NEO1	9660	24	0.989817176250439	0.99999999994511
RPA2	9661	23	0.989823603802887	0.99999999994511
FBXL17	9662	24	0.989871775699295	0.99999999994511
SEC61B	9663	21	0.989906791180035	0.99999999994511
AP3M1	9664	23	0.989918042459822	0.99999999994511
CASC1	9665	24	0.989925616869914	0.99999999994511
STRBP	9666	24	0.989947759003958	0.99999999994511
NUP155	9667	12	0.989954135668947	0.99999999994511
TNK2	9668	24	0.989983323347851	0.99999999994511
ZNF443	9669	13	0.989985082265352	0.99999999994511
CRAMP1L	9670	24	0.989990123795744	0.99999999994511
NOL8	9671	24	0.990031671618041	0.99999999994511
TBC1D23	9672	24	0.990051504719145	0.99999999994511
HES1	9673	24	0.990059477787148	0.99999999994511
IRAK4	9674	24	0.990064583022033	0.99999999994511
C10orf118	9675	23	0.990066443458278	0.99999999994511
ELOF1	9676	24	0.990090849727256	0.99999999994511
PUS7L	9677	24	0.990137759862534	0.99999999994511
NTN1	9678	24	0.990159899589886	0.99999999994511
DTX2	9679	23	0.99019160291439	0.99999999994511
KCTD5	9680	24	0.990192419207838	0.99999999994511
TBC1D15	9681	24	0.990197903152197	0.99999999994511
ZNF33B	9682	21	0.990314477524213	0.99999999994511
ANKS1B	9683	23	0.990334066957487	0.99999999994511
PITRM1	9684	23	0.990465401359171	0.99999999994511
EFCAB5	9685	23	0.99049455188312	0.99999999994511
C12orf10	9686	24	0.990504172528932	0.99999999994511
SUPT5H	9687	22	0.990535078938065	0.99999999994511
PARP14	9688	24	0.990538685897345	0.99999999994511
C21orf58	9689	24	0.990551514379336	0.99999999994511
NDUFS4	9690	12	0.990567071080146	0.99999999994511
ADK	9691	23	0.990582429407011	0.99999999994511
PVRL1	9692	24	0.990589828532625	0.99999999994511
PPIL3	9693	14	0.990605250709176	0.99999999994511
LGMN	9694	23	0.990654464516574	0.99999999994511
DDX19A	9695	24	0.990674519716645	0.99999999994511
NFATC1	9696	24	0.990676418021155	0.99999999994511
MCM8	9697	15	0.990690751952382	0.99999999994511
TRAPPC2L	9698	24	0.990699049993757	0.99999999994511
MNX1	9699	24	0.990722210497543	0.99999999994511
PSMB5	9700	22	0.990758141318417	0.99999999994511
RNF170	9701	24	0.990767454797599	0.99999999994511
SIK1	9702	24	0.990768291009263	0.99999999994511
PCID2	9703	24	0.990769173304687	0.99999999994511
MRTO4	9704	24	0.990787392426054	0.99999999994511
HIRA	9705	24	0.990908815149966	0.99999999994511
ALLC	9706	15	0.990922214314386	0.99999999994511
ZDHHC23	9707	24	0.99094341886836	0.99999999994511
FUBP1	9708	24	0.990960306625961	0.99999999994511
PXMP2	9709	24	0.9909632807968	0.99999999994511
MAPKAPK5	9710	22	0.990966500168998	0.99999999994511
DHRS4L2	9711	24	0.99098507269447	0.99999999994511
SGTA	9712	11	0.990985159774509	0.99999999994511
GLCCI1	9713	24	0.991008688163366	0.99999999994511
ZNF445	9714	24	0.991024051184824	0.99999999994511
DAD1	9715	24	0.991043363340343	0.99999999994511
ZBED4	9716	24	0.991079584721012	0.99999999994511
CUL5	9717	23	0.991138975673717	0.99999999994511
ATP6V1D	9718	24	0.991151491242817	0.99999999994511
CHMP6	9719	24	0.991168151821647	0.99999999994511
STOML2	9720	24	0.991177188223468	0.99999999994511
C19orf53	9721	24	0.991193326419107	0.99999999994511
DNAJC5G	9722	23	0.991214810205947	0.99999999994511
C11orf24	9723	24	0.991235475003828	0.99999999994511
USP15	9724	24	0.991246429388891	0.99999999994511
C12orf44	9725	11	0.991258961688536	0.99999999994511
RREB1	9726	24	0.99128400088481	0.99999999994511
LCORL	9727	24	0.991343180410268	0.99999999994511
AVEN	9728	24	0.991344093426839	0.99999999994511
EMG1	9729	23	0.991348184572278	0.99999999994511
MED28	9730	24	0.991365029939668	0.99999999994511
COX7A2	9731	24	0.991372029318327	0.99999999994511
CCDC84	9732	23	0.991422002647141	0.99999999994511
CDK5R1	9733	24	0.991478667924482	0.99999999994511
STK24	9734	24	0.991479309986506	0.99999999994511
ZMIZ1	9735	24	0.99150538626588	0.99999999994511
TMCO6	9736	18	0.991509176301492	0.99999999994511
RPL7A	9737	24	0.991513530153217	0.99999999994511
MED4	9738	21	0.991530278421049	0.99999999994511
PUSL1	9739	24	0.991563999052712	0.99999999994511
PPFIA1	9740	24	0.991641674787459	0.99999999994511
AKAP8L	9741	23	0.9916762091991	0.99999999994511
HCN2	9742	24	0.991707458776176	0.99999999994511
PPP2R5D	9743	24	0.991722732369465	0.99999999994511
ESF1	9744	24	0.991731320338145	0.99999999994511
PIGW	9745	24	0.991753424705501	0.99999999994511
RPS9	9746	20	0.991769109904115	0.99999999994511
MYO19	9747	24	0.991773852090041	0.99999999994511
RNASET2	9748	24	0.991781897617192	0.99999999994511
KDM6B	9749	23	0.991783872251136	0.99999999994511
SUMF1	9750	24	0.991784383416161	0.99999999994511
VPS4B	9751	19	0.991784783161318	0.99999999994511
DHRS11	9752	24	0.99180034058799	0.99999999994511
KIAA0368	9753	24	0.991807697634597	0.99999999994511
SHC1	9754	22	0.991837945539479	0.99999999994511
DCUN1D5	9755	24	0.991848281850717	0.99999999994511
ALMS1	9756	24	0.991887803329872	0.99999999994511
UBN1	9757	24	0.991898749633716	0.99999999994511
HIST1H4E	9758	21	0.99191709292152	0.99999999994511
TSG101	9759	24	0.991934274627055	0.99999999994511
SAMD10	9760	24	0.991934959691288	0.99999999994511
ACAP3	9761	24	0.991941731157054	0.99999999994511
USP5	9762	13	0.991958682834875	0.99999999994511
IMPA1	9763	11	0.991991599728734	0.99999999994511
HS2ST1	9764	24	0.991995580565817	0.99999999994511
USP7	9765	24	0.992021122451546	0.99999999994511
RNF19A	9766	24	0.992043358800252	0.99999999994511
IFNGR1	9767	24	0.992044564619112	0.99999999994511
DHX8	9768	24	0.992049331925622	0.99999999994511
FOXK2	9769	24	0.99204967493896	0.99999999994511
SIRT3	9770	24	0.99206534888784	0.99999999994511
CASP7	9771	23	0.992093608279403	0.99999999994511
NBEAL1	9772	24	0.992097660842258	0.99999999994511
KIF26B	9773	24	0.992122852814541	0.99999999994511
LARP4	9774	16	0.992141585675698	0.99999999994511
SHB	9775	24	0.992147085288501	0.99999999994511
CNOT4	9776	22	0.992166060529642	0.99999999994511
VPS13A	9777	24	0.992170671130861	0.99999999994511
YAF2	9778	24	0.99219438184398	0.99999999994511
RAI1	9779	24	0.992238749279791	0.99999999994511
ACAA1	9780	24	0.992255816864966	0.99999999994511
SUCLG2	9781	24	0.99229243480463	0.99999999994511
FXR1	9782	19	0.992296019997191	0.99999999994511
SSR3	9783	23	0.992309628795701	0.99999999994511
CDK2AP1	9784	24	0.992342902613083	0.99999999994511
SUMO1	9785	24	0.992360355549103	0.99999999994511
RARS2	9786	24	0.992376719813453	0.99999999994511
POLA2	9787	22	0.992388681046026	0.99999999994511
KCNE4	9788	24	0.992400523392963	0.99999999994511
MRPL15	9789	22	0.992422727138241	0.99999999994511
CCDC104	9790	24	0.992462412811679	0.99999999994511
LRBA	9791	22	0.992479698976696	0.99999999994511
CHD9	9792	24	0.992497509349927	0.99999999994511
CDC23	9793	24	0.992562400387153	0.99999999994511
ABCA5	9794	24	0.992588755907587	0.99999999994511
KISS1	9795	24	0.992594158036597	0.99999999994511
RBM5	9796	24	0.992598351926579	0.99999999994511
GPS1	9797	24	0.992600204804566	0.99999999994511
HNRNPD	9798	23	0.992614149659347	0.99999999994511
ZNF669	9799	19	0.992624568437237	0.99999999994511
KIAA0430	9800	19	0.992626570313528	0.99999999994511
M6PR	9801	15	0.992632427989876	0.99999999994511
ANKLE2	9802	24	0.992651240225923	0.99999999994511
NME2	9803	24	0.992680581961881	0.99999999994511
CDK4	9804	15	0.992686696157747	0.99999999994511
MXD4	9805	24	0.992697456737779	0.99999999994511
CSTF3	9806	23	0.992699803301545	0.99999999994511
GHITM	9807	24	0.992726579477017	0.99999999994511
RDH11	9808	19	0.992760649180494	0.99999999994511
CHCHD7	9809	24	0.992785264037779	0.99999999994511
TSC22D2	9810	24	0.992850800311106	0.99999999994511
BCAS2	9811	22	0.992862236314437	0.99999999994511
PCNX	9812	24	0.992886018241784	0.99999999994511
ZNF282	9813	24	0.992901334339918	0.99999999994511
C14orf80	9814	24	0.992937177851901	0.99999999994511
COPS8	9815	24	0.992991233754137	0.99999999994511
TMEM30A	9816	18	0.993000209207764	0.99999999994511
NGRN	9817	24	0.993011335969813	0.99999999994511
LRRIQ4	9818	24	0.993016417843358	0.99999999994511
RPL21	9819	24	0.993060710238635	0.99999999994511
PPWD1	9820	24	0.993061292152763	0.99999999994511
DPY19L1	9821	24	0.993081801299087	0.99999999994511
CPSF6	9822	24	0.993083876120055	0.99999999994511
ABL2	9823	24	0.993089138177652	0.99999999994511
ATXN1	9824	24	0.993115025994945	0.99999999994511
MEX3C	9825	24	0.993191491203538	0.99999999994511
RAB5B	9826	15	0.993204502126382	0.99999999994511
LMAN2	9827	22	0.993207575622695	0.99999999994511
UMPS	9828	23	0.993240154296766	0.99999999994511
ALG2	9829	21	0.99324779122592	0.99999999994511
SEC11A	9830	24	0.993267939126966	0.99999999994511
HARS2	9831	24	0.993324307942486	0.99999999994511
ODF2L	9832	24	0.993359568202853	0.99999999994511
YWHAB	9833	24	0.993360178797537	0.99999999994511
NECAP1	9834	24	0.993362289641429	0.99999999994511
ATP6V1C1	9835	24	0.993387331546648	0.99999999994511
DDB2	9836	24	0.993389369907178	0.99999999994511
MTAP	9837	24	0.993390565415731	0.99999999994511
PGPEP1	9838	24	0.993396955195768	0.99999999994511
ZCCHC2	9839	24	0.993397201322736	0.99999999994511
FOXO1	9840	24	0.993414211833897	0.99999999994511
CEBPB	9841	24	0.993422485362626	0.99999999994511
MFSD11	9842	24	0.993424100142659	0.99999999994511
RPS20	9843	23	0.993428587528807	0.99999999994511
TRIT1	9844	24	0.993430324000283	0.99999999994511
AMPD2	9845	19	0.993442001370887	0.99999999994511
ZMYND11	9846	24	0.993478854530991	0.99999999994511
SNRPE	9847	21	0.993533815088063	0.99999999994511
TMEM14B	9848	24	0.993541117117965	0.99999999994511
PTMA	9849	24	0.993558348089769	0.99999999994511
ALOXE3	9850	20	0.993569324167292	0.99999999994511
LCOR	9851	24	0.993585735534055	0.99999999994511
RPL30	9852	24	0.993612621891903	0.99999999994511
USP16	9853	24	0.993615244014633	0.99999999994511
VPS29	9854	24	0.993624806224891	0.99999999994511
EAF2	9855	24	0.993625304987659	0.99999999994511
PIGM	9856	20	0.993629670145115	0.99999999994511
ZNF16	9857	24	0.99363361581424	0.99999999994511
VPS13B	9858	24	0.993637452840886	0.99999999994511
YIPF5	9859	24	0.99367025363383	0.99999999994511
MFF	9860	23	0.993705724007538	0.99999999994511
CHMP2B	9861	23	0.993709809250045	0.99999999994511
CRCP	9862	24	0.993711206380014	0.99999999994511
